"total_time","status","distance","air_time","month","day_of_week","day","scheduled_departure","late_night_departure","departure_delay","scheduled_arrival","arrival_delay","airline","destination_airport","state","latitude","longitude"
159,"delayed",626,82,"4","Thur",2,1630,FALSE,53,1922,47,"OO","CMH","OH",39.99799,-82.89188
299,"delayed",334,63,"3","Mon",23,705,FALSE,123,833,211,"DL","ORD","IL",41.9796,-87.90446
185,"delayed",1124,135,"11","Mon",30,1005,FALSE,-3,1349,21,"DL","BOS","MA",42.36435,-71.00518
243,"delayed",680,104,"11","Wed",18,1345,FALSE,115,1455,113,"WN","DEN","CO",39.85841,-104.667
251,"on time",1535,215,"2","Sat",7,1625,FALSE,13,1818,18,"NK","LAX","CA",33.94254,-118.40807
153,"delayed",680,96,"7","Mon",13,915,FALSE,35,1020,28,"DL","DEN","CO",39.85841,-104.667
181,"delayed",334,66,"1","Thur",8,1347,FALSE,15,1520,88,"UA","ORD","IL",41.9796,-87.90446
123,"delayed",252,42,"3","Tue",24,722,FALSE,57,836,49,"OO","GRB","WI",44.48507,-88.12959
142,"delayed",489,82,"12","Sun",20,1435,FALSE,42,1524,33,"EV","RAP","SD",44.04532,-103.05737
111,"delayed",223,39,"12","Wed",23,1515,FALSE,32,1632,34,"EV","FAR","ND",46.91935,-96.81499
267,"delayed",1276,176,"3","Sun",22,2145,FALSE,24,2304,68,"DL","PHX","AZ",33.43417,-112.00806
184,"delayed",980,128,"7","Tue",14,1355,FALSE,40,1731,28,"AA","PHL","PA",39.87195,-75.24114
293,"delayed",1399,204,"1","Thur",8,1740,FALSE,68,1933,60,"DL","SEA","WA",47.44898,-122.30931
384,"delayed",2519,345,"7","Sun",26,1742,FALSE,-4,2021,45,"DL","ANC","AK",61.17432,-149.99619
95,"on time",284,51,"2","Mon",16,1526,FALSE,16,1643,18,"OO","GFK","ND",47.94926,-97.17611
257,"delayed",1535,203,"6","Sat",20,1443,FALSE,14,1635,25,"DL","LAX","CA",33.94254,-118.40807
246,"delayed",1020,140,"5","Mon",11,1500,FALSE,85,1844,82,"DL","LGA","NY",40.77724,-73.87261
81,"on time",220,44,"5","Fri",8,905,FALSE,-5,1010,16,"OO","CID","IA",41.88459,-91.71087
169,"delayed",970,112,"2","Thur",12,1918,FALSE,26,2245,22,"EV","RIC","VA",37.50517,-77.31967
143,"delayed",349,66,"1","Sat",3,1215,FALSE,64,1350,48,"WN","MDW","IL",41.78598,-87.75242
224,"delayed",1310,166,"12","Wed",9,900,FALSE,28,1318,26,"DL","MCO","FL",28.42889,-81.31603
98,"delayed",252,35,"3","Mon",16,1300,FALSE,34,1405,33,"OO","GRB","WI",44.48507,-88.12959
244,"delayed",1399,190,"6","Wed",3,1115,FALSE,4,1245,34,"DL","SEA","WA",47.44898,-122.30931
183,"delayed",980,124,"7","Thur",9,1925,FALSE,33,2256,32,"DL","PHL","PA",39.87195,-75.24114
221,"delayed",936,123,"8","Wed",12,1641,FALSE,76,2005,77,"NK","BWI","MD",39.1754,-76.6682
132,"delayed",174,32,"1","Sat",3,2000,FALSE,10,2108,64,"OO","HIB","MN",47.3866,-92.83899
110,"on time",503,77,"5","Wed",6,1710,FALSE,12,1942,18,"DL","IND","IN",39.71733,-86.29438
108,"on time",386,67,"1","Sat",10,1115,FALSE,18,1246,17,"EV","BIS","ND",46.77411,-100.74672
611,"delayed",1589,250,"12","Mon",21,1527,FALSE,319,1756,342,"OO","SFO","CA",37.619,-122.37484
314,"delayed",1426,197,"2","Sun",15,1115,FALSE,105,1301,88,"DL","PDX","OR",45.58872,-122.5975
181,"on time",1124,128,"3","Thur",5,1315,FALSE,33,1656,20,"DL","BOS","MA",42.36435,-71.00518
173,"on time",852,129,"3","Fri",20,1350,FALSE,20,1624,19,"AA","DFW","TX",32.89595,-97.0372
462,"delayed",2466,325,"8","Wed",12,1745,FALSE,113,2024,123,"DL","FAI","AK",64.81368,-147.85967
131,"delayed",503,65,"8","Wed",5,1954,FALSE,53,2224,41,"DL","IND","IN",39.71733,-86.29438
203,"delayed",907,127,"11","Thur",5,1740,FALSE,19,2116,47,"DL","ATL","GA",33.64044,-84.42694
127,"delayed",349,68,"2","Fri",20,1645,FALSE,37,1820,32,"WN","MDW","IL",41.78598,-87.75242
249,"delayed",1276,177,"2","Tue",10,1948,FALSE,28,2210,47,"DL","PHX","AZ",33.43417,-112.00806
120,"on time",489,87,"7","Sun",26,1722,FALSE,15,1802,20,"OO","RAP","SD",44.04532,-103.05737
165,"on time",907,130,"12","Sun",13,1700,FALSE,15,2025,20,"WN","ATL","GA",33.64044,-84.42694
185,"delayed",907,124,"11","Mon",30,515,FALSE,0,840,40,"WN","ATL","GA",33.64044,-84.42694
110,"delayed",386,57,"8","Mon",3,1931,FALSE,23,2056,25,"DL","BIS","ND",46.77411,-100.74672
182,"delayed",907,117,"12","Mon",14,1735,FALSE,44,2110,27,"DL","ATL","GA",33.64044,-84.42694
227,"delayed",334,54,"1","Fri",9,1632,FALSE,63,1805,134,"AA","ORD","IL",41.9796,-87.90446
226,"delayed",1276,157,"8","Sat",15,2050,FALSE,29,2202,34,"AA","PHX","AZ",33.43417,-112.00806
229,"delayed",1276,184,"2","Sat",28,520,FALSE,4,742,27,"US","PHX","AZ",33.43417,-112.00806
215,"delayed",1008,141,"5","Mon",11,1656,FALSE,53,2045,46,"EV","EWR","NJ",40.6925,-74.16866
167,"delayed",386,60,"9","Mon",14,1520,FALSE,90,1646,81,"OO","BIS","ND",46.77411,-100.74672
386,"delayed",936,119,"3","Sun",1,1500,FALSE,245,1826,240,"DL","BWI","MD",39.1754,-76.6682
241,"delayed",1487,181,"1","Tue",13,115,FALSE,14,542,34,"NK","FLL","FL",26.07258,-80.15275
167,"on time",989,126,"8","Wed",26,1955,FALSE,7,2324,18,"F9","TTN","NJ",40.27669,-74.81347
176,"delayed",907,111,"2","Mon",2,1010,FALSE,46,1343,23,"DL","ATL","GA",33.64044,-84.42694
134,"on time",596,86,"7","Mon",6,900,FALSE,7,1059,15,"OO","XNA","AR",36.28187,-94.30681
113,"delayed",282,47,"12","Sat",5,1015,FALSE,49,1126,42,"DL","OMA","NE",41.30252,-95.89417
212,"delayed",680,128,"7","Tue",14,1730,FALSE,60,1835,87,"DL","DEN","CO",39.85841,-104.667
249,"delayed",680,99,"5","Mon",18,1820,FALSE,127,1922,127,"F9","DEN","CO",39.85841,-104.667
182,"delayed",334,60,"6","Thur",25,600,TRUE,91,725,97,"NK","ORD","IL",41.9796,-87.90446
134,"delayed",491,66,"11","Mon",30,956,FALSE,20,1237,33,"OO","FNT","MI",42.9655,-83.74346
118,"delayed",334,52,"4","Fri",10,1850,FALSE,-1,2022,26,"NK","ORD","IL",41.9796,-87.90446
270,"delayed",622,74,"2","Mon",2,1915,FALSE,176,2206,159,"EV","CLE","OH",41.41089,-81.8494
307,"delayed",1276,158,"6","Sun",28,1803,FALSE,119,1923,107,"US","PHX","AZ",33.43417,-112.00806
