"success","goal","duration","name_length","blurb_length","launch_hr","deadline_hr","created_at_hr","deadline_weekday","created_at_weekday","category","country","currency","launch_month","launch_weekday"
"FALSE",25,33.3090972222222,10,17,8,16,13,"Wednesday","Wednesday","Web","US","USD","Mar","Fri"
"FALSE",1500,30,3,12,17,17,3,"Wednesday","Saturday","Web","GB","GBP","Dec","Mon"
"FALSE",2000,60,3,8,15,15,20,"Saturday","Friday","Web","NZ","NZD","Jul","Tue"
"FALSE",85000,24,6,16,15,15,17,"Saturday","Saturday","Web","ES","EUR","Apr","Wed"
"FALSE",10000,30,4,13,12,12,21,"Wednesday","Thursday","Web","US","USD","Mar","Mon"
"FALSE",7000,30,4,14,21,21,5,"Sunday","Thursday","Web","AU","AUD","Nov","Fri"
"FALSE",180000,27.117037037037,3,9,15,18,16,"Monday","Friday","Web","US","USD","Mar","Tue"
"FALSE",5000,28.9647800925926,1,15,10,10,10,"Friday","Tuesday","Web","US","USD","Oct","Thu"
"FALSE",150000,60,3,14,21,21,21,"Tuesday","Tuesday","Web","US","USD","Mar","Fri"
"FALSE",5500,30,6,16,12,12,20,"Wednesday","Tuesday","Web","US","USD","Jul","Mon"
"FALSE",800,30,1,15,18,18,16,"Thursday","Monday","Web","US","USD","Jul","Tue"
"FALSE",5000,30,2,12,10,10,9,"Wednesday","Saturday","Web","US","USD","Jul","Mon"
"FALSE",25000,15,8,15,21,21,13,"Wednesday","Monday","Web","US","USD","May","Tue"
"FALSE",15000,30,8,14,10,10,12,"Saturday","Friday","Web","US","USD","May","Thu"
"FALSE",55000,45,6,11,16,16,7,"Thursday","Thursday","Web","AU","AUD","Oct","Mon"
"FALSE",8000,30,1,9,13,13,12,"Thursday","Sunday","Web","IT","EUR","Jan","Tue"
"FALSE",20000,30,1,12,16,16,22,"Sunday","Friday","Web","US","USD","Feb","Fri"
"FALSE",850000,30,1,9,19,19,11,"Saturday","Wednesday","Web","SE","SEK","Sep","Thu"
"FALSE",750000,30,3,14,16,16,15,"Sunday","Thursday","Web","US","USD","Oct","Fri"
"FALSE",350000,60,7,13,13,13,13,"Friday","Monday","Web","US","USD","Oct","Mon"
"FALSE",25000,30,2,15,7,7,9,"Sunday","Saturday","Gadgets","US","USD","Sep","Fri"
"FALSE",55000,30,5,10,19,19,15,"Friday","Tuesday","Gadgets","US","USD","Nov","Wed"
"FALSE",40000,35,5,14,1,1,6,"Wednesday","Friday","Gadgets","NL","EUR","Sep","Wed"
"FALSE",40000,56.9653125,10,17,2,1,4,"Wednesday","Thursday","Gadgets","US","USD","Oct","Tue"
"FALSE",30000,33.104849537037,9,13,23,2,8,"Tuesday","Monday","Gadgets","AU","AUD","Nov","Wed"
"FALSE",40000,29.3178819444444,1,15,13,21,14,"Monday","Monday","Gadgets","US","USD","Apr","Sun"
"FALSE",150000,30,7,14,9,9,12,"Saturday","Friday","Gadgets","US","USD","Jan","Thu"
"FALSE",350000,30,4,13,7,7,12,"Monday","Saturday","Gadgets","US","USD","Mar","Sat"
"FALSE",1e+05,30,5,11,2,2,18,"Thursday","Monday","Gadgets","US","USD","Oct","Tue"
"FALSE",1000,30,6,14,15,15,13,"Wednesday","Monday","Gadgets","GB","GBP","Feb","Mon"
"FALSE",10000,30,4,14,9,9,2,"Monday","Saturday","Gadgets","GB","GBP","Jun","Sat"
"FALSE",80000,60,3,9,23,23,11,"Friday","Friday","Gadgets","US","USD","Jul","Mon"
"FALSE",50000,60,10,15,11,11,0,"Monday","Friday","Gadgets","US","USD","Dec","Thu"
"FALSE",2500,30,3,12,16,16,14,"Saturday","Thursday","Gadgets","US","USD","Aug","Thu"
"FALSE",8000,30,7,16,2,2,22,"Wednesday","Sunday","Gadgets","US","USD","Feb","Mon"
"FALSE",35000,30,5,11,9,9,5,"Tuesday","Tuesday","Gadgets","NL","EUR","Apr","Sun"
"FALSE",10000,54.8149652777778,8,17,22,18,18,"Sunday","Thursday","Gadgets","US","USD","Feb","Mon"
"FALSE",40000,30,5,14,7,7,12,"Wednesday","Tuesday","Gadgets","US","USD","May","Mon"
"FALSE",45000,55,8,14,6,6,14,"Tuesday","Thursday","Gadgets","IT","EUR","Jul","Wed"
"FALSE",50000,30,4,13,18,18,3,"Friday","Friday","Gadgets","US","USD","Jul","Wed"
"TRUE",60000,40,7,20,13,13,7,"Tuesday","Monday","Gadgets","US","USD","Oct","Thu"
"TRUE",22500,35,5,15,18,18,6,"Sunday","Tuesday","Gadgets","SE","SEK","Dec","Sun"
"TRUE",50000,35,8,13,1,1,4,"Wednesday","Saturday","Gadgets","FR","EUR","May","Wed"
"TRUE",25000,40,3,16,10,10,11,"Sunday","Tuesday","Gadgets","US","USD","Aug","Tue"
"TRUE",80000,35,7,9,8,8,15,"Tuesday","Friday","Gadgets","US","USD","Apr","Tue"
"TRUE",78000,40,8,15,14,14,15,"Monday","Thursday","Gadgets","US","USD","Nov","Wed"
"TRUE",5e+05,60,8,10,5,5,4,"Friday","Monday","Gadgets","DK","DKK","Nov","Mon"
"TRUE",6000,30,6,14,5,5,10,"Sunday","Monday","Gadgets","GB","GBP","Feb","Fri"
"TRUE",1e+05,60,7,14,8,8,18,"Saturday","Sunday","Gadgets","US","USD","Mar","Tue"
"TRUE",20000,30,5,18,8,8,7,"Saturday","Friday","Gadgets","US","USD","Nov","Thu"
"TRUE",25000,26.6153240740741,8,15,9,0,14,"Monday","Wednesday","Gadgets","US","USD","Nov","Tue"
"TRUE",25000,30.3312847222222,9,17,10,17,8,"Wednesday","Thursday","Gadgets","GB","GBP","Nov","Mon"
"TRUE",2e+05,42,7,17,12,12,12,"Tuesday","Tuesday","Gadgets","US","USD","Feb","Tue"
"TRUE",20000,41.1657986111111,6,12,7,10,23,"Sunday","Sunday","Gadgets","US","USD","Jan","Mon"
"TRUE",15000,31.519525462963,7,17,10,22,19,"Friday","Saturday","Gadgets","US","USD","Sep","Tue"
"TRUE",7450,30,6,13,10,10,13,"Friday","Friday","Gadgets","US","USD","Jul","Wed"
"TRUE",20000,30,6,15,7,7,5,"Thursday","Saturday","Gadgets","GB","GBP","Nov","Tue"
"TRUE",1e+05,30,5,16,12,12,12,"Thursday","Sunday","Gadgets","NO","NOK","Sep","Tue"
"TRUE",80000,30,7,7,7,7,7,"Thursday","Thursday","Gadgets","US","USD","Jul","Tue"
"TRUE",50000,45,9,15,15,15,10,"Sunday","Saturday","Gadgets","US","USD","Sep","Thu"
"TRUE",50000,31,5,11,12,12,6,"Friday","Monday","Gadgets","IE","EUR","Nov","Tue"
"TRUE",50000,32.4990393518518,7,12,9,21,17,"Sunday","Monday","Gadgets","US","USD","Jun","Wed"
"TRUE",10000,30,7,15,8,8,16,"Sunday","Thursday","Gadgets","US","USD","Nov","Fri"
"TRUE",2e+05,33.54125,5,14,9,22,12,"Monday","Tuesday","Gadgets","US","USD","Nov","Wed"
"TRUE",30000,44.7059027777778,6,11,7,0,15,"Friday","Tuesday","Gadgets","US","USD","Feb","Tue"
"TRUE",55000,34.2471527777778,9,13,7,13,10,"Monday","Monday","Gadgets","US","USD","Jul","Tue"
"TRUE",10000,30,6,8,15,15,17,"Thursday","Saturday","Gadgets","US","USD","Oct","Tue"
"TRUE",25000,30,6,11,8,8,15,"Saturday","Sunday","Gadgets","US","USD","Sep","Thu"
"TRUE",20000,40,7,15,11,11,8,"Saturday","Thursday","Gadgets","NL","EUR","Jun","Mon"
"TRUE",20000,60,7,12,15,15,12,"Saturday","Thursday","Gadgets","US","USD","Nov","Tue"
"TRUE",10000,30,3,17,15,15,5,"Sunday","Wednesday","Gadgets","US","USD","Nov","Fri"
"TRUE",1000,22.0616898148148,6,18,17,19,0,"Thursday","Wednesday","Gadgets","US","USD","Oct","Wed"
"TRUE",50000,32,5,14,7,7,20,"Monday","Sunday","Gadgets","US","USD","Apr","Thu"
"TRUE",25000,30,5,11,23,23,12,"Tuesday","Monday","Gadgets","US","USD","Jan","Sun"
"TRUE",50000,30,3,12,11,11,11,"Thursday","Tuesday","Gadgets","US","USD","Nov","Tue"
"TRUE",40000,53.273900462963,2,13,4,11,10,"Saturday","Friday","Gadgets","DE","EUR","Dec","Tue"
"TRUE",15000,45,10,13,9,9,1,"Friday","Friday","Gadgets","IT","EUR","May","Tue"
"TRUE",80000,30,8,13,11,11,10,"Thursday","Thursday","Gadgets","US","USD","Aug","Tue"
"TRUE",10000,44.707974537037,5,17,6,23,10,"Wednesday","Monday","Gadgets","US","USD","Jun","Mon"
"TRUE",1e+05,30.3868402777778,8,15,4,13,7,"Thursday","Wednesday","Gadgets","CH","CHF","Sep","Tue"
"FALSE",5400,59,10,18,16,16,16,"Sunday","Saturday","Web","US","USD","Dec","Thu"
"FALSE",10000,58,5,16,10,10,22,"Saturday","Wednesday","Web","US","USD","Mar","Thu"
"FALSE",5000,30,2,16,15,15,13,"Saturday","Thursday","Web","DK","DKK","Nov","Thu"
"FALSE",35000,30,2,4,15,15,0,"Thursday","Monday","Web","US","USD","Sep","Tue"
"FALSE",20000,26.7285648148148,5,10,16,9,7,"Friday","Saturday","Web","IT","EUR","Oct","Sat"
"FALSE",15000,30,7,15,10,10,15,"Monday","Tuesday","Web","DE","EUR","Jun","Sat"
"FALSE",60000,40,1,18,10,10,4,"Sunday","Friday","Web","IT","EUR","Nov","Tue"
"FALSE",250,30,8,15,12,12,16,"Tuesday","Thursday","Web","GB","GBP","Feb","Sun"
"FALSE",25000,60,3,10,13,13,11,"Friday","Thursday","Web","US","USD","Apr","Mon"
"FALSE",7900,30.742650462963,4,13,16,10,10,"Monday","Thursday","Web","US","USD","Jul","Fri"
"FALSE",4000,14,7,11,17,17,21,"Wednesday","Monday","Web","AU","AUD","Mar","Wed"
"FALSE",500,30,4,13,14,14,13,"Wednesday","Saturday","Web","US","USD","Aug","Mon"
"FALSE",20000,30,4,10,11,11,17,"Wednesday","Friday","Web","US","USD","Mar","Mon"
"FALSE",1e+05,30,3,15,15,15,22,"Sunday","Thursday","Web","US","USD","Oct","Fri"
"FALSE",2e+05,60,2,13,11,11,19,"Saturday","Monday","Web","US","USD","May","Tue"
"FALSE",1e+06,30,1,12,12,12,11,"Wednesday","Saturday","Web","US","USD","Aug","Mon"
"FALSE",2500,30,6,13,18,18,7,"Wednesday","Sunday","Web","AU","AUD","Nov","Mon"
"FALSE",10000,59.2667939814815,2,12,23,5,4,"Monday","Saturday","Web","AU","AUD","Jan","Thu"
"FALSE",250000,30,3,20,14,14,17,"Saturday","Wednesday","Web","DE","EUR","Feb","Thu"
"FALSE",3000,30,7,12,19,19,19,"Saturday","Thursday","Web","US","USD","Jan","Thu"
"FALSE",10000,45,4,11,13,13,15,"Saturday","Thursday","Web","GB","GBP","Nov","Wed"
"FALSE",43000,30,3,7,0,0,11,"Monday","Wednesday","Web","US","USD","Aug","Sat"
"FALSE",1800,33.9977893518518,7,19,10,10,19,"Wednesday","Monday","Web","US","USD","Aug","Thu"
"FALSE",30000,30,2,17,17,17,19,"Wednesday","Friday","Web","US","USD","Mar","Mon"
"FALSE",6300,30,1,5,21,21,13,"Wednesday","Monday","Web","US","USD","Oct","Mon"
"FALSE",300,30,1,18,11,11,2,"Thursday","Wednesday","Web","FR","EUR","Apr","Tue"
"FALSE",20000,45,1,10,9,9,17,"Thursday","Friday","Web","US","USD","Oct","Mon"
"FALSE",5000,30,4,11,13,13,13,"Friday","Tuesday","Web","DK","DKK","Mar","Wed"
"FALSE",1e+05,40,7,17,12,12,4,"Sunday","Friday","Web","FR","EUR","Aug","Tue"
"FALSE",20000,21,1,7,17,17,19,"Thursday","Wednesday","Web","NZ","NZD","Mar","Thu"
"FALSE",2000,30,5,15,15,15,13,"Friday","Tuesday","Web","US","USD","Apr","Wed"
"FALSE",50000,30,8,16,17,17,16,"Saturday","Wednesday","Web","AU","AUD","Feb","Thu"
"FALSE",12000,30,7,14,14,14,9,"Saturday","Wednesday","Web","CA","CAD","Aug","Thu"
"FALSE",7500,5,3,7,13,13,17,"Saturday","Thursday","Web","IT","EUR","Dec","Mon"
"FALSE",2000,30,9,12,7,7,4,"Thursday","Friday","Web","BE","EUR","Nov","Tue"
"FALSE",400,45,4,15,7,7,7,"Friday","Saturday","Web","US","USD","Sep","Tue"
"FALSE",20000,60,1,8,13,13,21,"Friday","Wednesday","Web","AU","AUD","Nov","Mon"
"FALSE",9000,30,2,11,10,10,11,"Thursday","Tuesday","Web","US","USD","Dec","Tue"
"FALSE",1e+05,30,6,15,9,9,19,"Sunday","Thursday","Web","US","USD","Jul","Fri"
"FALSE",25000,60,1,12,13,13,16,"Friday","Monday","Web","US","USD","Feb","Mon"
"TRUE",15,15,4,5,19,19,10,"Wednesday","Saturday","Gadgets","US","USD","Nov","Tue"
"TRUE",5000,30,4,9,0,0,6,"Saturday","Friday","Gadgets","NZ","NZD","Nov","Thu"
"TRUE",30000,38.8599652777778,8,17,2,22,17,"Thursday","Thursday","Gadgets","US","USD","Feb","Mon"
"TRUE",20000,30,4,11,9,9,18,"Thursday","Friday","Gadgets","US","USD","Nov","Tue"
"TRUE",750,30,7,3,14,14,20,"Saturday","Monday","Gadgets","US","USD","Jun","Thu"
"TRUE",73000,31,7,6,10,10,15,"Friday","Wednesday","Gadgets","NZ","NZD","Nov","Tue"
"TRUE",30000,35,9,15,6,6,11,"Wednesday","Wednesday","Gadgets","US","USD","Jan","Wed"
"TRUE",10000,30,10,18,0,0,23,"Sunday","Tuesday","Gadgets","US","USD","Oct","Fri"
"TRUE",20000,60,5,11,12,12,11,"Friday","Monday","Gadgets","US","USD","Sep","Mon"
"TRUE",12000,35,6,14,10,10,15,"Monday","Monday","Gadgets","AT","EUR","Aug","Mon"
"TRUE",50000,49,9,11,13,13,18,"Tuesday","Thursday","Gadgets","US","USD","Mar","Tue"
"TRUE",200,21,5,10,10,10,15,"Monday","Friday","Gadgets","US","USD","Jan","Mon"
"TRUE",5000,39,8,19,16,16,9,"Tuesday","Monday","Gadgets","US","USD","Nov","Fri"
"TRUE",10000,60,6,15,12,12,14,"Saturday","Monday","Gadgets","US","USD","Nov","Tue"
"TRUE",20000,38.6276736111111,9,13,7,22,17,"Sunday","Monday","Gadgets","US","USD","Aug","Thu"
"TRUE",20000,50.4971296296296,9,17,11,22,16,"Friday","Thursday","Gadgets","CA","CAD","Nov","Thu"
"TRUE",1200,30,4,6,10,10,19,"Saturday","Monday","Gadgets","US","USD","Jul","Thu"
"TRUE",250,31.409525462963,6,16,9,19,5,"Friday","Friday","Gadgets","US","USD","Aug","Tue"
"TRUE",500,30,3,11,9,9,11,"Friday","Sunday","Gadgets","US","USD","Sep","Wed"
"TRUE",10000,44.4056134259259,6,11,12,22,9,"Thursday","Monday","Gadgets","US","USD","Aug","Tue"
"TRUE",15000,34.1941666666667,7,16,13,18,9,"Wednesday","Monday","Gadgets","US","USD","May","Thu"
"TRUE",1500,21,6,13,9,9,22,"Tuesday","Thursday","Gadgets","US","USD","Aug","Tue"
"TRUE",25000,30,1,13,14,14,18,"Friday","Thursday","Gadgets","US","USD","Feb","Wed"
"TRUE",5000,30,7,15,11,11,0,"Wednesday","Friday","Gadgets","US","USD","Oct","Mon"
"TRUE",10000,31.2401967592593,9,19,20,1,20,"Tuesday","Tuesday","Gadgets","US","USD","Jul","Fri"
"TRUE",10000,15,9,17,19,19,22,"Wednesday","Thursday","Gadgets","US","USD","Dec","Tue"
"TRUE",2400,30,8,15,0,0,1,"Wednesday","Sunday","Gadgets","US","USD","Aug","Mon"
"TRUE",24000,38.4467824074074,7,17,12,22,19,"Saturday","Sunday","Gadgets","US","USD","Aug","Wed"
"TRUE",10000,39,8,17,14,14,12,"Saturday","Tuesday","Gadgets","US","USD","May","Tue"
"TRUE",10000,30.1174074074074,11,17,13,16,12,"Friday","Saturday","Gadgets","US","USD","Jul","Wed"
"TRUE",200,14,9,15,10,10,11,"Monday","Saturday","Gadgets","GB","GBP","Nov","Mon"
"TRUE",5000,15,2,12,16,16,22,"Wednesday","Thursday","Gadgets","US","USD","Oct","Tue"
"TRUE",40000,20,7,7,6,6,23,"Monday","Tuesday","Gadgets","US","USD","Oct","Tue"
"TRUE",25000,60,9,15,20,20,16,"Friday","Thursday","Gadgets","US","USD","Oct","Mon"
"TRUE",7500,30,7,17,9,9,12,"Friday","Monday","Gadgets","US","USD","Jun","Wed"
"TRUE",5000,30,8,13,9,9,10,"Wednesday","Monday","Gadgets","FR","EUR","Aug","Mon"
"TRUE",600,30,6,13,11,11,2,"Wednesday","Saturday","Gadgets","US","USD","Sep","Mon"
"TRUE",30000,35,8,17,9,9,20,"Tuesday","Monday","Gadgets","US","USD","Nov","Tue"
"TRUE",6000,30,6,14,10,10,3,"Friday","Monday","Gadgets","IE","EUR","Nov","Wed"
"TRUE",15000,30,8,11,10,10,13,"Thursday","Saturday","Gadgets","US","USD","Oct","Tue"
"FALSE",5000,60,1,12,17,17,19,"Monday","Tuesday","Web","ES","EUR","Dec","Thu"
"FALSE",60000,22,9,13,12,12,17,"Monday","Friday","Web","US","USD","Jun","Sun"
"FALSE",7000,30,1,15,10,10,10,"Monday","Thursday","Web","US","USD","Jul","Sat"
"FALSE",7000,30.9681828703704,3,11,15,14,14,"Tuesday","Thursday","Web","US","USD","Jul","Sat"
"FALSE",2852666,30,4,17,15,15,12,"Wednesday","Sunday","Web","US","USD","Jul","Mon"
"FALSE",3000,30,2,11,17,17,7,"Thursday","Monday","Web","GB","GBP","Jul","Tue"
"FALSE",750,30,2,18,14,14,10,"Wednesday","Thursday","Web","CH","CHF","Mar","Mon"
"FALSE",1000,30,4,14,22,22,22,"Wednesday","Monday","Web","US","USD","Jun","Mon"
"FALSE",65000,60,5,15,20,20,11,"Tuesday","Friday","Web","US","USD","Jul","Fri"
"FALSE",15000,30,5,13,14,14,14,"Friday","Thursday","Web","US","USD","Jul","Wed"
"FALSE",15000,35,3,17,11,11,1,"Tuesday","Thursday","Web","US","USD","Jul","Tue"
"FALSE",3500,30,9,14,17,17,15,"Friday","Friday","Web","US","USD","Jul","Wed"
"FALSE",5000,18.0668402777778,3,14,7,9,9,"Sunday","Sunday","Web","CA","CAD","Jan","Wed"
"FALSE",1000,30,3,8,1,1,1,"Tuesday","Sunday","Web","US","USD","Apr","Sun"
"FALSE",2000,30,7,14,3,3,10,"Sunday","Tuesday","Web","GB","GBP","Aug","Fri"
"FALSE",1e+05,30,8,14,12,12,21,"Thursday","Sunday","Web","US","USD","Feb","Tue"
"FALSE",35000,35,7,14,17,17,14,"Friday","Tuesday","Web","US","USD","Jun","Fri"
"FALSE",30000,30,8,12,13,13,11,"Sunday","Wednesday","Web","CA","CAD","Jul","Fri"
"FALSE",8000,30,6,10,2,2,9,"Saturday","Friday","Web","GB","GBP","Mar","Thu"
"FALSE",431000,35,7,15,15,15,16,"Wednesday","Tuesday","Web","US","USD","Jul","Wed"
"FALSE",30000,35.2448958333333,2,13,17,22,19,"Friday","Saturday","Web","US","USD","Nov","Fri"
"FALSE",100,25.0351851851852,6,13,21,22,7,"Sunday","Saturday","Web","US","USD","Nov","Wed"
"FALSE",2500,30,4,21,21,21,10,"Saturday","Wednesday","Web","US","USD","Aug","Thu"
"FALSE",5000,45,5,11,13,13,2,"Sunday","Sunday","Web","US","USD","Sep","Thu"
"FALSE",100,30,3,14,18,18,22,"Monday","Tuesday","Web","US","USD","Sep","Sat"
"FALSE",48000,60,10,13,7,7,8,"Wednesday","Wednesday","Web","US","USD","Dec","Sat"
"FALSE",20000,30,2,10,13,13,11,"Sunday","Friday","Web","US","USD","Sep","Fri"
"FALSE",15000,60,5,14,17,17,4,"Saturday","Saturday","Web","US","USD","Jun","Tue"
"FALSE",25000,45,6,12,13,13,18,"Sunday","Monday","Web","US","USD","Feb","Thu"
"FALSE",2200000,60,6,10,16,16,17,"Sunday","Sunday","Web","AU","AUD","Sep","Wed"
"FALSE",800,30,5,13,20,20,23,"Friday","Wednesday","Web","CA","CAD","Jan","Wed"
"FALSE",15000,30,2,5,15,15,20,"Thursday","Monday","Web","US","USD","Oct","Tue"
"FALSE",1e+05,60,1,14,16,16,12,"Thursday","Saturday","Web","US","USD","Jun","Sun"
"FALSE",250000,30,2,13,15,15,19,"Sunday","Thursday","Web","CA","CAD","Nov","Fri"
"FALSE",2500,17.9891666666667,2,13,17,17,18,"Saturday","Sunday","Web","US","USD","Jan","Tue"
"FALSE",75000,60,2,14,10,10,16,"Friday","Friday","Web","US","USD","Jun","Mon"
"FALSE",25000,30,2,12,6,6,10,"Friday","Monday","Web","GB","GBP","Mar","Wed"
"FALSE",50000,15,2,11,18,18,21,"Saturday","Thursday","Web","US","USD","Jan","Fri"
"FALSE",10000,30,6,14,9,9,10,"Sunday","Monday","Web","GB","GBP","Apr","Fri"
"FALSE",75000,35,6,9,14,14,13,"Thursday","Wednesday","Web","US","USD","Apr","Thu"
"FALSE",1e+05,30,3,11,20,20,9,"Friday","Sunday","Web","US","USD","Jan","Wed"
"FALSE",10000,45,3,13,16,16,13,"Tuesday","Monday","Web","GB","GBP","Oct","Sat"
"FALSE",15000,45.9186111111111,4,13,16,14,14,"Saturday","Tuesday","Web","US","USD","Sep","Tue"
"FALSE",20000,60,1,16,15,15,10,"Friday","Friday","Web","AU","AUD","Jul","Mon"
"FALSE",5000,30,3,13,19,19,11,"Monday","Wednesday","Web","US","USD","Jul","Sat"
"FALSE",16000,30,7,11,11,11,16,"Saturday","Wednesday","Web","US","USD","Jan","Thu"
"FALSE",55000,60,5,13,15,15,0,"Friday","Tuesday","Web","DE","EUR","Jan","Mon"
"FALSE",27000,30,5,14,18,18,9,"Friday","Friday","Web","US","USD","Jun","Wed"
"FALSE",3500,35,3,9,11,11,10,"Monday","Saturday","Web","US","USD","Aug","Mon"
"FALSE",80000,35.8722685185185,3,13,17,14,14,"Wednesday","Thursday","Web","US","USD","Jul","Tue"
"FALSE",90000,30,1,5,14,14,8,"Thursday","Monday","Web","US","USD","Oct","Tue"
"FALSE",20000,30,5,14,13,13,14,"Thursday","Friday","Web","US","USD","Jun","Tue"
"FALSE",500,30,4,7,1,1,2,"Friday","Sunday","Web","US","USD","Nov","Wed"
"FALSE",5000,30,1,13,16,16,20,"Thursday","Thursday","Web","US","USD","Aug","Tue"
"FALSE",50000,26,2,15,10,10,23,"Wednesday","Wednesday","Web","US","USD","Aug","Fri"
"FALSE",1700,30,1,11,2,2,3,"Friday","Thursday","Web","FR","EUR","Jun","Wed"
"FALSE",50000,30,1,9,17,17,5,"Wednesday","Sunday","Web","AU","AUD","May","Mon"
"FALSE",53000,49.2175115740741,1,7,10,16,11,"Monday","Monday","Web","GB","GBP","Jan","Mon"
"FALSE",44000,34.1038194444444,5,14,20,22,21,"Monday","Wednesday","Web","US","USD","Sep","Tue"
"FALSE",6000,30,3,11,14,14,7,"Sunday","Wednesday","Web","GB","GBP","Oct","Fri"
"FALSE",8888,59.9997569444444,7,14,14,14,23,"Sunday","Tuesday","Web","US","USD","Jun","Wed"
"FALSE",4750,30,7,12,16,16,23,"Saturday","Wednesday","Web","US","USD","Jul","Thu"
"FALSE",8000,30,6,12,14,14,5,"Sunday","Friday","Web","AU","AUD","Apr","Fri"
"FALSE",7500,30.3871527777778,6,17,13,22,17,"Thursday","Monday","Web","US","USD","Dec","Tue"
"FALSE",4000,5,4,6,11,11,5,"Sunday","Sunday","Web","GB","GBP","Mar","Tue"
"FALSE",20000,45,8,18,13,13,22,"Thursday","Tuesday","Web","US","USD","May","Mon"
"FALSE",2500,30,3,15,16,16,22,"Friday","Saturday","Web","US","USD","Dec","Wed"
"FALSE",70000,56.035150462963,5,12,9,10,11,"Wednesday","Friday","Web","IT","EUR","Mar","Wed"
"FALSE",50000,59.7490740740741,3,13,5,22,5,"Sunday","Thursday","Web","US","USD","Dec","Thu"
"FALSE",90000,60,1,14,15,15,14,"Thursday","Monday","Web","US","USD","Feb","Sun"
"FALSE",10000,30,3,15,8,8,22,"Wednesday","Tuesday","Web","US","USD","Aug","Mon"
"FALSE",110000,30,3,15,18,18,19,"Wednesday","Tuesday","Web","AU","AUD","Jun","Mon"
"FALSE",3500,30,6,11,18,18,13,"Saturday","Monday","Web","US","USD","Nov","Thu"
"FALSE",3e+06,35.9469791666667,3,9,8,7,8,"Thursday","Wednesday","Web","NO","NOK","May","Wed"
"FALSE",9000,20,3,14,1,1,8,"Wednesday","Sunday","Web","DE","EUR","Dec","Thu"
"FALSE",15000,30,3,7,21,21,0,"Friday","Monday","Web","AU","AUD","Jan","Wed"
"FALSE",50000,30,1,4,14,14,14,"Saturday","Wednesday","Web","US","USD","Sep","Thu"
"FALSE",200,30,4,11,13,13,20,"Friday","Monday","Web","US","USD","Feb","Wed"
"FALSE",50000,25,7,13,17,17,23,"Sunday","Sunday","Web","US","USD","May","Wed"
"FALSE",1e+05,30.1077546296296,2,16,10,13,15,"Wednesday","Wednesday","Web","CA","CAD","Nov","Mon"
"FALSE",1250,30,4,14,17,17,15,"Saturday","Thursday","Plays","US","USD","Feb","Thu"
"FALSE",7000,39.9989699074074,7,15,14,14,11,"Sunday","Wednesday","Plays","US","USD","Jul","Tue"
"FALSE",8000,60,2,6,9,9,14,"Saturday","Sunday","Plays","US","USD","Mar","Tue"
"FALSE",1250,30,4,12,20,20,13,"Friday","Tuesday","Plays","US","USD","Aug","Wed"
"FALSE",2000,30,5,11,8,8,21,"Sunday","Monday","Plays","US","USD","Jan","Fri"
"FALSE",500,30,3,7,22,22,21,"Tuesday","Sunday","Plays","US","USD","Sep","Sun"
"FALSE",3000,60,3,15,14,14,16,"Monday","Wednesday","Plays","US","USD","Aug","Thu"
"FALSE",30000,25,4,15,12,12,6,"Tuesday","Saturday","Plays","US","USD","Jan","Fri"
"FALSE",2000,28.9131828703704,8,15,13,11,8,"Tuesday","Wednesday","Plays","US","USD","Jul","Mon"
"FALSE",1000,30,5,17,18,18,18,"Wednesday","Saturday","Plays","GB","GBP","Jun","Mon"
"FALSE",1930,40,8,14,11,11,15,"Tuesday","Saturday","Plays","GB","GBP","Jul","Thu"
"FALSE",7200,17,4,12,13,13,17,"Sunday","Sunday","Plays","US","USD","Oct","Thu"
"FALSE",250,30,4,14,7,7,5,"Wednesday","Monday","Plays","GB","GBP","Dec","Mon"
"FALSE",575,30,3,28,8,8,6,"Saturday","Thursday","Plays","GB","GBP","Apr","Thu"
"FALSE",2000,30,5,13,1,1,19,"Monday","Friday","Plays","US","USD","Jan","Sat"
"FALSE",9000,15,2,16,23,23,0,"Friday","Thursday","Plays","US","USD","Feb","Thu"
"FALSE",7000,30,4,20,13,13,13,"Sunday","Friday","Plays","US","USD","Jun","Fri"
"FALSE",500,30,2,15,15,15,14,"Wednesday","Monday","Plays","GB","GBP","Aug","Mon"
"FALSE",10000,30,6,16,11,11,12,"Thursday","Wednesday","Plays","US","USD","Aug","Tue"
"FALSE",1500,30,3,8,16,16,8,"Friday","Wednesday","Plays","GB","GBP","Sep","Wed"
"FALSE",3500,58.0518981481481,4,19,10,11,11,"Friday","Tuesday","Plays","US","USD","Feb","Wed"
"FALSE",600,30,3,17,22,22,20,"Monday","Saturday","Plays","US","USD","Feb","Sat"
"FALSE",15000,60,2,12,16,16,12,"Sunday","Wednesday","Plays","US","USD","Aug","Wed"
"FALSE",18000,45.536724537037,6,9,8,20,8,"Saturday","Thursday","Plays","US","USD","Dec","Wed"
"FALSE",7000,45,3,12,17,17,16,"Thursday","Monday","Plays","US","USD","Feb","Mon"
"FALSE",800,30,7,13,11,11,18,"Monday","Monday","Plays","US","USD","Aug","Sat"
"FALSE",5000,60,6,20,0,0,13,"Sunday","Tuesday","Plays","FR","EUR","May","Wed"
"FALSE",4000,60,5,12,10,10,17,"Friday","Sunday","Plays","US","USD","Oct","Mon"
