"success","goal","duration","name_length","blurb_length","launch_hr","deadline_hr","created_at_hr","deadline_weekday","created_at_weekday","category","country","currency","launch_month","launch_weekday"
"TRUE",5000,30.239224537037,5,19,10,16,6,"Saturday","Tuesday","Plays","GB","GBP","Apr","Thu"
"TRUE",1000,30,10,18,14,14,12,"Wednesday","Thursday","Plays","US","USD","Mar","Mon"
"TRUE",500,21,4,13,0,0,22,"Monday","Friday","Plays","US","USD","Apr","Mon"
"TRUE",3800,35,8,12,19,19,12,"Sunday","Monday","Plays","US","USD","Sep","Sun"
"TRUE",1500,19.3498148148148,5,15,15,0,0,"Sunday","Sunday","Plays","US","USD","Jul","Mon"
"TRUE",5000,28.9579976851852,6,14,13,12,12,"Saturday","Friday","Plays","CA","CAD","Oct","Fri"
"TRUE",3000,40,4,15,15,15,10,"Sunday","Thursday","Plays","US","USD","Aug","Tue"
"TRUE",1551,12.1747222222222,4,16,12,17,15,"Thursday","Thursday","Plays","US","USD","May","Sat"
"TRUE",1650,59.7469444444444,4,14,22,16,16,"Saturday","Tuesday","Plays","CA","CAD","Mar","Tue"
"TRUE",2000,54.2548032407407,3,16,19,1,18,"Wednesday","Sunday","Plays","US","USD","May","Thu"
"TRUE",1000,16.2882175925926,6,13,16,22,15,"Sunday","Saturday","Plays","US","USD","Feb","Fri"
"TRUE",1500,25,5,14,13,13,16,"Friday","Monday","Plays","GB","GBP","Aug","Mon"
"TRUE",4000,14.3682407407407,1,14,14,22,14,"Tuesday","Monday","Plays","US","USD","Mar","Tue"
"TRUE",2500,30,1,12,6,6,17,"Sunday","Monday","Plays","GB","GBP","Jun","Fri"
"TRUE",1000,30,4,14,12,12,12,"Thursday","Tuesday","Plays","US","USD","Oct","Tue"
"TRUE",2500,11.2309606481481,5,17,17,23,14,"Monday","Tuesday","Plays","US","USD","May","Thu"
"TRUE",3000,45,7,13,12,12,11,"Saturday","Wednesday","Plays","US","USD","Jul","Wed"
"TRUE",10000,30,6,13,17,17,13,"Tuesday","Thursday","Plays","US","USD","May","Sun"
"TRUE",100,23.1452199074074,5,15,12,16,10,"Tuesday","Friday","Plays","GB","GBP","Apr","Sun"
"TRUE",3000,13.3453009259259,6,13,14,22,10,"Thursday","Saturday","Plays","US","USD","Nov","Fri"
"TRUE",900,20,6,13,9,9,11,"Wednesday","Wednesday","Plays","US","USD","Jun","Thu"
"TRUE",1500,22.8553819444444,2,12,15,12,18,"Friday","Wednesday","Plays","GB","GBP","Oct","Wed"
"TRUE",1000,60,5,13,6,6,16,"Thursday","Saturday","Plays","GB","GBP","Feb","Sun"
"TRUE",2800,13.1114351851852,9,15,21,23,20,"Tuesday","Monday","Plays","US","USD","May","Wed"
"TRUE",500,16.3609722222222,8,16,14,22,16,"Sunday","Wednesday","Plays","US","USD","Jan","Fri"
"TRUE",3000,30,4,10,13,13,19,"Sunday","Thursday","Plays","US","USD","May","Fri"
"TRUE",2500,34.1149305555556,4,15,19,22,9,"Sunday","Wednesday","Plays","US","USD","Aug","Mon"
"TRUE",4000,29.6408101851852,7,10,14,6,13,"Friday","Wednesday","Plays","GB","GBP","Jun","Wed"
"TRUE",1500,20.8143634259259,4,13,13,9,9,"Thursday","Monday","Plays","US","USD","Sep","Thu"
"TRUE",2000,30,1,11,8,8,5,"Wednesday","Wednesday","Plays","GB","GBP","Feb","Mon"
"TRUE",2000,25.7500925925926,1,11,14,8,8,"Sunday","Wednesday","Plays","GB","GBP","Aug","Tue"
"TRUE",350,30,5,14,3,3,21,"Monday","Friday","Plays","US","USD","Aug","Sat"
"TRUE",1395,27.6309490740741,7,14,13,5,4,"Tuesday","Wednesday","Plays","GB","GBP","Aug","Tue"
"TRUE",4000,57.560787037037,1,13,4,18,10,"Sunday","Tuesday","Plays","GB","GBP","Jul","Sat"
"TRUE",10000,14.4030902777778,3,13,13,23,11,"Friday","Friday","Plays","US","USD","Aug","Fri"
"TRUE",500,10.9709953703704,8,17,11,11,19,"Sunday","Monday","Plays","US","USD","Jul","Wed"
"TRUE",3300,27.9139930555556,4,14,3,0,11,"Thursday","Friday","Plays","US","USD","Mar","Thu"
"TRUE",6000,29.1427662037037,9,16,19,22,22,"Friday","Tuesday","Plays","US","USD","Jun","Thu"
"TRUE",1650,20,7,17,6,6,16,"Wednesday","Wednesday","Plays","GB","GBP","Dec","Thu"
"TRUE",500,20.2798842592593,7,16,13,20,16,"Sunday","Tuesday","Plays","US","USD","Jun","Mon"
"TRUE",2500,30,1,13,16,16,12,"Monday","Sunday","Plays","GB","GBP","Apr","Sat"
"TRUE",1500,28.4056712962963,4,14,7,17,17,"Thursday","Tuesday","Plays","US","USD","Apr","Thu"
"TRUE",773,30,5,14,9,9,14,"Saturday","Monday","Plays","GB","GBP","May","Thu"
"TRUE",5500,31.9712962962963,2,13,19,19,13,"Tuesday","Wednesday","Plays","US","USD","Jul","Fri"
"TRUE",5000,30.6578819444444,3,9,19,11,18,"Wednesday","Wednesday","Plays","US","USD","Jan","Sun"
"TRUE",2400,30,6,15,5,5,10,"Thursday","Saturday","Plays","IT","EUR","Oct","Tue"
"TRUE",2200,60,1,15,10,10,8,"Sunday","Wednesday","Plays","GB","GBP","Jun","Wed"
"TRUE",1e+05,34,3,20,1,1,15,"Monday","Monday","Plays","US","USD","Apr","Tue"
"TRUE",350,42.0581597222222,6,13,14,16,9,"Friday","Thursday","Plays","GB","GBP","May","Fri"
"TRUE",1000,22.2774537037037,5,15,21,3,3,"Friday","Wednesday","Plays","AU","AUD","Jul","Wed"
"TRUE",3200,35.2249305555556,4,16,16,21,21,"Tuesday","Monday","Plays","CA","CAD","Apr","Tue"
"TRUE",2500,18.0946990740741,6,20,11,13,21,"Wednesday","Thursday","Plays","US","USD","Jul","Sat"
"TRUE",315,9.19644675925926,7,15,12,17,14,"Sunday","Thursday","Plays","GB","GBP","Mar","Fri"
"TRUE",500,28.1197222222222,7,16,11,14,8,"Monday","Friday","Plays","GB","GBP","Jul","Mon"
"TRUE",1000,46.0434143518519,3,10,9,11,6,"Monday","Wednesday","Plays","GB","GBP","Aug","Thu"
"TRUE",900,30,9,14,11,11,19,"Wednesday","Sunday","Plays","US","USD","Dec","Mon"
"TRUE",2000,30,5,17,6,6,14,"Friday","Friday","Plays","GB","GBP","Dec","Wed"
"TRUE",1000,30,8,14,14,14,10,"Wednesday","Monday","Plays","GB","GBP","May","Mon"
"TRUE",1000,30,6,19,12,12,15,"Wednesday","Monday","Plays","US","USD","Aug","Mon"
"TRUE",5000,30,7,17,10,10,13,"Thursday","Tuesday","Plays","US","USD","Dec","Tue"
"TRUE",2000,27.9596875,3,13,1,1,22,"Wednesday","Tuesday","Plays","US","USD","Dec","Wed"
"TRUE",1500,30,2,15,15,15,12,"Thursday","Saturday","Plays","GB","GBP","Sep","Tue"
"TRUE",500,30,1,13,8,8,8,"Sunday","Friday","Plays","GB","GBP","May","Fri"
"TRUE",3000,30,3,10,4,4,15,"Saturday","Friday","Plays","GB","GBP","Oct","Thu"
"TRUE",5800,30,5,14,17,17,7,"Thursday","Wednesday","Plays","US","USD","Oct","Tue"
"TRUE",10000,31.3820949074074,4,17,13,22,17,"Wednesday","Friday","Plays","US","USD","Jul","Sun"
"TRUE",100,60,4,15,8,8,6,"Monday","Wednesday","Plays","US","USD","Oct","Thu"
"TRUE",600,26.4826041666667,5,12,13,1,1,"Sunday","Thursday","Plays","US","USD","Mar","Mon"
"TRUE",1500,30,1,15,12,12,12,"Saturday","Wednesday","Plays","GB","GBP","Mar","Thu"
"TRUE",500,30,9,12,12,12,10,"Thursday","Monday","Plays","GB","GBP","Mar","Tue"
"TRUE",900,38.0314583333333,2,14,22,22,10,"Saturday","Tuesday","Plays","US","USD","Jan","Wed"
"TRUE",1500,14,4,14,6,6,11,"Wednesday","Saturday","Plays","GB","GBP","Jul","Wed"
"TRUE",1000,14,2,10,21,21,21,"Monday","Sunday","Plays","US","USD","Mar","Mon"
"TRUE",3000,60,4,14,4,4,17,"Monday","Wednesday","Plays","US","USD","Feb","Thu"
"TRUE",3000,30,4,14,2,2,10,"Monday","Monday","Plays","GB","GBP","Jun","Sat"
"TRUE",3400,30,5,15,11,11,14,"Sunday","Thursday","Plays","US","USD","Nov","Fri"
"TRUE",7500,60,5,6,11,11,19,"Friday","Tuesday","Plays","US","USD","Jul","Mon"
"TRUE",500,45.2516898148148,6,15,7,14,11,"Monday","Friday","Plays","GB","GBP","May","Fri"
"TRUE",200,22.1295138888889,4,10,14,18,13,"Wednesday","Monday","Plays","GB","GBP","Apr","Tue"
"TRUE",4000,25,7,12,10,10,11,"Tuesday","Thursday","Plays","US","USD","May","Fri"
"TRUE",5000,30,2,16,3,3,14,"Monday","Wednesday","Plays","GB","GBP","Sep","Sat"
"TRUE",700,24.259212962963,8,14,16,22,13,"Friday","Tuesday","Plays","US","USD","Dec","Tue"
"TRUE",2000,57.3776967592593,5,18,13,22,16,"Tuesday","Thursday","Plays","US","USD","Dec","Mon"
"TRUE",3000,34.9527893518519,8,17,15,14,14,"Monday","Thursday","Plays","US","USD","Dec","Mon"
"TRUE",1600,25,1,12,20,20,9,"Saturday","Monday","Plays","US","USD","Aug","Tue"
"TRUE",2600,26.3242708333333,3,11,18,1,3,"Friday","Tuesday","Plays","US","USD","Feb","Sat"
"TRUE",1100,21,8,13,12,12,10,"Tuesday","Sunday","Plays","CA","CAD","Aug","Tue"
"TRUE",2500,14.6637731481481,8,13,8,23,10,"Wednesday","Tuesday","Plays","US","USD","Feb","Wed"
"TRUE",1000,18.4087731481481,1,10,14,23,13,"Tuesday","Friday","Plays","US","USD","Aug","Fri"
"TRUE",500,25.2051273148148,2,13,14,19,6,"Saturday","Friday","Plays","US","USD","Aug","Tue"
"TRUE",10,28,1,13,15,15,15,"Thursday","Sunday","Plays","US","USD","Sep","Thu"
"TRUE",2000,30,6,14,17,17,10,"Friday","Thursday","Plays","GB","GBP","Dec","Wed"
"TRUE",4000,60,6,16,16,16,18,"Tuesday","Tuesday","Plays","US","USD","Mar","Fri"
"TRUE",1500,30,4,16,15,15,15,"Thursday","Sunday","Plays","US","USD","Oct","Tue"
"TRUE",3000,6.27527777777778,5,14,19,1,13,"Friday","Wednesday","Plays","US","USD","Apr","Fri"
"TRUE",250,30,7,15,13,13,13,"Saturday","Wednesday","Plays","GB","GBP","Jan","Thu"
"TRUE",3000,30,6,13,9,9,7,"Sunday","Tuesday","Plays","GB","GBP","Jul","Fri"
"TRUE",550,14.036087962963,4,8,17,18,15,"Monday","Monday","Plays","GB","GBP","Nov","Mon"
"TRUE",800,31.8739583333333,1,14,12,9,7,"Friday","Saturday","Plays","GB","GBP","May","Mon"
"TRUE",1000,30,5,13,5,5,6,"Monday","Monday","Plays","GB","GBP","Jul","Sat"
"TRUE",2000,30,1,14,3,3,9,"Wednesday","Saturday","Plays","GB","GBP","Jul","Mon"
"TRUE",1500,23.3334953703704,6,16,3,12,4,"Sunday","Monday","Plays","GB","GBP","Mar","Fri"
"TRUE",5000,29.4877546296296,3,15,14,1,14,"Saturday","Sunday","Plays","US","USD","Jun","Thu"
"TRUE",5000,30.0475,5,20,15,16,10,"Wednesday","Wednesday","Plays","CH","CHF","Jan","Mon"
"TRUE",2000,23.2743171296296,3,18,10,16,16,"Wednesday","Friday","Plays","DK","DKK","May","Mon"
"TRUE",1500,46.3074074074074,2,8,15,22,10,"Tuesday","Thursday","Plays","US","USD","May","Fri"
"TRUE",3000,27.3748842592593,5,10,0,9,0,"Thursday","Sunday","Plays","US","USD","Feb","Fri"
"TRUE",250,25,5,15,15,15,8,"Tuesday","Wednesday","Plays","GB","GBP","Nov","Fri"
"TRUE",3000,22.27,6,16,16,23,19,"Saturday","Wednesday","Plays","US","USD","Mar","Fri"
"TRUE",8000,30,7,15,23,23,14,"Monday","Saturday","Plays","CA","CAD","Feb","Sat"
"TRUE",800,14,3,14,0,0,16,"Thursday","Wednesday","Plays","US","USD","Jun","Thu"
"TRUE",620,11.0210416666667,6,13,14,14,13,"Wednesday","Saturday","Plays","FR","EUR","Oct","Sat"
"TRUE",1200,21.3867824074074,6,6,16,2,20,"Thursday","Monday","Plays","US","USD","Jul","Wed"
"TRUE",3000,30,5,18,18,18,15,"Saturday","Thursday","Plays","GB","GBP","Jun","Thu"
"TRUE",1000,23.2167592592593,4,16,8,13,13,"Thursday","Tuesday","Plays","US","USD","Jun","Tue"
"TRUE",1000,30,3,15,11,11,7,"Thursday","Tuesday","Plays","GB","GBP","May","Tue"
"TRUE",220,13.4443171296296,6,14,7,18,8,"Sunday","Thursday","Plays","GB","GBP","May","Mon"
"TRUE",3500,20.5378819444444,2,14,10,22,13,"Sunday","Wednesday","Plays","US","USD","Jun","Mon"
"TRUE",3000,30,8,17,17,17,7,"Friday","Sunday","Plays","GB","GBP","Aug","Wed"
"TRUE",4000,34.1993402777778,2,13,2,6,15,"Wednesday","Thursday","Plays","GB","GBP","Oct","Thu"
"TRUE",4500,60,3,19,15,15,14,"Saturday","Thursday","Plays","DE","EUR","Jul","Tue"
"TRUE",50,12.3613194444444,3,17,9,18,9,"Sunday","Thursday","Plays","GB","GBP","May","Tue"
"TRUE",800,18,6,14,14,14,1,"Friday","Tuesday","Plays","US","USD","Aug","Mon"
"TRUE",12000,20.5916898148148,3,11,8,22,22,"Wednesday","Friday","Plays","US","USD","Jun","Thu"
"TRUE",2000,35,4,12,7,7,20,"Sunday","Wednesday","Plays","GB","GBP","Apr","Sun"
"TRUE",2000,34.4462847222222,6,16,13,23,22,"Monday","Tuesday","Plays","US","USD","May","Tue"
"TRUE",3000,21,9,13,5,5,7,"Wednesday","Sunday","Plays","US","USD","Sep","Wed"
"TRUE",1000,10,6,13,9,9,16,"Friday","Sunday","Plays","US","USD","Jan","Tue"
"TRUE",3000,33.6055787037037,6,13,11,1,23,"Monday","Monday","Plays","US","USD","May","Tue"
"TRUE",3500,30,6,12,21,21,9,"Wednesday","Thursday","Plays","US","USD","Sep","Mon"
"TRUE",750,30,1,14,23,23,11,"Tuesday","Monday","Plays","US","USD","Aug","Sun"
"TRUE",5000,25.281724537037,6,15,9,16,14,"Monday","Monday","Plays","US","USD","Apr","Thu"
"TRUE",350,14.5032407407407,8,12,10,22,15,"Friday","Thursday","Plays","US","USD","Aug","Fri"
"TRUE",5000,30,4,16,0,0,13,"Friday","Wednesday","Plays","US","USD","May","Wed"
"TRUE",3000,30,4,13,13,13,15,"Friday","Sunday","Plays","GB","GBP","Jul","Wed"
"TRUE",3000,29.1071875,2,15,14,17,17,"Sunday","Friday","Plays","US","USD","May","Sat"
"TRUE",1500,30,2,15,9,9,11,"Thursday","Wednesday","Plays","US","USD","Oct","Tue"
"TRUE",40000,44.5070717592593,8,7,10,22,14,"Sunday","Thursday","Plays","US","USD","Jan","Fri"
"TRUE",1000,9.03496527777778,4,9,18,19,17,"Thursday","Saturday","Plays","US","USD","Sep","Tue"
"TRUE",333,29.704525462963,4,15,23,16,1,"Monday","Wednesday","Plays","GB","GBP","Oct","Sat"
"TRUE",3500,36.9494560185185,6,12,22,21,12,"Sunday","Sunday","Plays","US","USD","Apr","Fri"
"TRUE",4000,20,4,15,14,14,16,"Sunday","Sunday","Plays","US","USD","Dec","Mon"
"TRUE",2000,60,9,17,8,8,7,"Friday","Thursday","Plays","GB","GBP","Dec","Mon"
"TRUE",2000,21,3,16,6,6,5,"Tuesday","Wednesday","Plays","GB","GBP","Apr","Tue"
"TRUE",5000,30,9,11,13,13,14,"Wednesday","Wednesday","Plays","US","USD","Feb","Mon"
"TRUE",2500,30,6,16,9,9,17,"Wednesday","Tuesday","Plays","US","USD","Sep","Mon"
"TRUE",500,30.0810185185185,3,7,9,11,8,"Tuesday","Saturday","Plays","US","USD","Aug","Sun"
"TRUE",1500,30,2,16,7,7,4,"Thursday","Monday","Plays","GB","GBP","May","Tue"
"TRUE",3000,37.4196296296296,1,14,7,17,6,"Sunday","Saturday","Plays","GB","GBP","Jun","Fri"
"TRUE",1050,38.7864814814815,6,13,7,1,17,"Saturday","Monday","Plays","US","USD","Jul","Tue"
"TRUE",300,60,6,12,11,11,10,"Tuesday","Tuesday","Plays","GB","GBP","Apr","Fri"
"TRUE",2827,21.2070138888889,5,11,8,13,14,"Monday","Sunday","Plays","US","USD","Jun","Mon"
"TRUE",1500,15,8,13,16,16,14,"Friday","Tuesday","Plays","US","USD","Aug","Thu"
"TRUE",1000,21.1780324074074,7,10,20,0,16,"Friday","Tuesday","Plays","US","USD","Jun","Thu"
"TRUE",700,14,4,16,22,22,19,"Thursday","Sunday","Plays","US","USD","Jun","Thu"
"TRUE",1000,30,4,12,11,11,8,"Wednesday","Monday","Plays","GB","GBP","May","Mon"
"TRUE",1300,25,6,10,8,8,15,"Friday","Monday","Plays","US","USD","Mar","Mon"
"TRUE",500,25.9424421296296,5,9,12,11,15,"Sunday","Friday","Plays","US","USD","May","Tue"
"TRUE",7500,21.118900462963,4,14,23,1,21,"Sunday","Tuesday","Plays","US","USD","May","Sat"
"TRUE",2000,20,6,14,12,12,18,"Saturday","Friday","Plays","US","USD","May","Sun"
"TRUE",10000,31.6096412037037,3,16,8,22,9,"Monday","Saturday","Plays","US","USD","Apr","Fri"
"TRUE",3500,57.5821875,3,12,17,7,17,"Tuesday","Friday","Plays","GB","GBP","Feb","Sun"
"TRUE",800,30,4,14,15,15,17,"Thursday","Saturday","Plays","US","USD","Dec","Tue"
"TRUE",4000,31,6,13,15,15,7,"Saturday","Tuesday","Plays","GB","GBP","Apr","Wed"
"TRUE",500,30,2,10,11,11,4,"Friday","Friday","Plays","GB","GBP","Jan","Wed"
"TRUE",200,30,1,8,12,12,8,"Monday","Saturday","Plays","GB","GBP","May","Sat"
"TRUE",3300,22,3,6,18,18,0,"Thursday","Monday","Plays","US","USD","Jun","Wed"
"TRUE",5000,21,8,17,17,17,13,"Wednesday","Wednesday","Plays","US","USD","Oct","Wed"
"TRUE",1500,30.2857986111111,7,18,10,16,14,"Thursday","Monday","Plays","CA","CAD","Jan","Tue"
"TRUE",4500,30,2,6,13,13,6,"Sunday","Thursday","Plays","GB","GBP","Oct","Fri"
"TRUE",4300,29.4668981481481,8,16,6,18,16,"Wednesday","Tuesday","Plays","GB","GBP","Apr","Tue"
"TRUE",300,16.9506134259259,7,16,16,15,15,"Thursday","Thursday","Plays","GB","GBP","Feb","Mon"
"TRUE",850,27.7341319444444,3,12,22,16,20,"Friday","Wednesday","Plays","US","USD","Apr","Fri"
"TRUE",1000,30,6,14,17,17,8,"Tuesday","Wednesday","Plays","GB","GBP","Aug","Sun"
"TRUE",6000,30,5,15,10,10,15,"Friday","Wednesday","Plays","US","USD","Feb","Wed"
"TRUE",100,27.987662037037,6,17,18,17,17,"Tuesday","Tuesday","Plays","GB","GBP","Mar","Tue"
"TRUE",650,31.8007407407407,2,15,1,20,20,"Friday","Saturday","Plays","US","USD","May","Tue"
"TRUE",3000,30,4,14,13,13,5,"Friday","Tuesday","Plays","GB","GBP","Nov","Wed"
"TRUE",2000,24.2568055555556,5,16,19,2,1,"Friday","Monday","Plays","US","USD","Jun","Mon"
"TRUE",2000,30.0038657407407,9,15,11,11,11,"Friday","Tuesday","Plays","US","USD","May","Wed"
"TRUE",9500,25.6936458333333,4,14,1,18,4,"Friday","Tuesday","Plays","GB","GBP","Sep","Mon"
"TRUE",2500,28,3,18,5,5,1,"Thursday","Monday","Plays","GB","GBP","May","Thu"
"TRUE",3000,12.3262962962963,2,10,15,22,17,"Sunday","Wednesday","Plays","US","USD","Apr","Tue"
"TRUE",3000,30,5,9,14,14,18,"Thursday","Monday","Plays","US","USD","Jun","Tue"
"TRUE",2500,28.1655787037037,2,15,12,16,8,"Sunday","Tuesday","Plays","GB","GBP","Oct","Sun"
"TRUE",2700,19.9556365740741,4,6,22,21,16,"Saturday","Wednesday","Plays","US","USD","Sep","Sun"
"TRUE",800,15,4,15,17,17,5,"Friday","Wednesday","Plays","GB","GBP","Jan","Thu"
"TRUE",1000,29.296099537037,3,13,10,18,12,"Friday","Thursday","Plays","GB","GBP","Nov","Thu"
"TRUE",850,40,7,22,16,16,14,"Wednesday","Monday","Plays","CA","CAD","Oct","Fri"
"TRUE",2000,22.3090740740741,7,14,9,17,19,"Wednesday","Tuesday","Plays","US","USD","Jul","Tue"
"TRUE",3500,22.9674305555556,5,18,0,23,14,"Sunday","Wednesday","Plays","US","USD","Aug","Sat"
"TRUE",2500,21.7143634259259,6,15,18,12,5,"Wednesday","Monday","Plays","GB","GBP","Feb","Tue"
"TRUE",1000,60,5,13,4,4,6,"Saturday","Friday","Plays","GB","GBP","Feb","Tue"
"TRUE",2000,50.4316319444444,5,14,7,18,10,"Wednesday","Saturday","Plays","GB","GBP","Jun","Tue"
"TRUE",1500,30,3,11,14,14,12,"Saturday","Thursday","Plays","US","USD","Feb","Thu"
"TRUE",250,33.8313310185185,3,12,10,6,14,"Tuesday","Sunday","Plays","GB","GBP","Apr","Wed"
"TRUE",2000,46.4147222222222,4,15,13,22,14,"Sunday","Thursday","Plays","CA","CAD","Apr","Wed"
"TRUE",2100,38.6291550925926,2,14,1,16,16,"Tuesday","Friday","Plays","US","USD","May","Sat"
"TRUE",1500,36.3035648148148,11,16,15,22,14,"Tuesday","Monday","Plays","US","USD","Feb","Mon"
"TRUE",1000,29.6984143518519,7,8,1,18,12,"Thursday","Tuesday","Plays","GB","GBP","Jul","Wed"
"TRUE",1500,30,6,15,11,11,23,"Thursday","Wednesday","Plays","US","USD","Jun","Tue"
"TRUE",2000,16.4690277777778,5,16,11,22,15,"Friday","Saturday","Plays","US","USD","Oct","Wed"
"TRUE",250,30,6,13,14,14,19,"Thursday","Sunday","Plays","US","USD","Feb","Tue"
"TRUE",1000,18.6668518518519,9,10,0,16,13,"Friday","Tuesday","Plays","US","USD","Jun","Mon"
"TRUE",300,30,2,12,10,10,9,"Sunday","Friday","Plays","GB","GBP","Jun","Fri"
"TRUE",3500,32,8,14,22,22,13,"Sunday","Wednesday","Plays","US","USD","Dec","Wed"
"TRUE",3500,13.6421296296296,5,8,7,22,22,"Tuesday","Tuesday","Plays","US","USD","Aug","Wed"
"TRUE",1000,30.1655902777778,6,19,13,17,17,"Sunday","Sunday","Plays","CA","CAD","Apr","Fri"
"TRUE",6000,30,8,13,11,11,15,"Friday","Friday","Plays","US","USD","Jun","Wed"
"TRUE",3200,30,4,14,10,10,18,"Sunday","Tuesday","Plays","US","USD","Aug","Fri"
"TRUE",2000,14.9314814814815,3,12,20,19,14,"Sunday","Tuesday","Plays","US","USD","Nov","Sat"
"TRUE",5000,28.348287037037,7,17,13,22,9,"Thursday","Tuesday","Plays","US","USD","Dec","Thu"
"TRUE",5000,28.0049652777778,7,14,20,20,20,"Thursday","Friday","Plays","US","USD","Aug","Thu"
"TRUE",8000,28.3994675925926,6,16,11,21,14,"Wednesday","Monday","Plays","US","USD","Oct","Wed"
"TRUE",70,16.8109953703704,2,12,11,7,9,"Sunday","Thursday","Plays","GB","GBP","Feb","Thu"
"TRUE",3000,59.2535416666667,6,15,15,21,9,"Sunday","Wednesday","Plays","US","USD","Jan","Thu"
"TRUE",750,9.60871527777778,6,15,10,0,18,"Monday","Monday","Plays","US","USD","Oct","Fri"
"TRUE",5000,16.4256597222222,1,13,13,0,21,"Tuesday","Monday","Plays","US","USD","Dec","Sat"
"TRUE",3000,20.1674768518519,2,14,16,21,12,"Sunday","Wednesday","Plays","US","USD","Aug","Mon"
"TRUE",3500,21,3,14,16,16,5,"Wednesday","Wednesday","Plays","US","USD","Mar","Wed"
"TRUE",350,31,2,9,10,10,18,"Sunday","Wednesday","Plays","GB","GBP","Sep","Thu"
"TRUE",6500,30,6,11,17,17,15,"Tuesday","Sunday","Plays","US","USD","Sep","Sun"
"TRUE",2500,21.0654398148148,2,12,14,16,8,"Friday","Thursday","Plays","US","USD","Oct","Fri"
"TRUE",2000,13.7972569444444,2,12,23,19,22,"Tuesday","Tuesday","Plays","US","USD","Jan","Tue"
"TRUE",800,27.5693171296296,3,16,1,15,16,"Friday","Sunday","Plays","GB","GBP","Apr","Sat"
"TRUE",4000,30,7,14,2,2,16,"Friday","Tuesday","Plays","GB","GBP","Apr","Wed"
"TRUE",11737,32.7079282407407,4,8,15,8,19,"Friday","Tuesday","Plays","US","USD","Jul","Sun"
"TRUE",1050,30,3,12,19,19,11,"Tuesday","Thursday","Plays","US","USD","May","Sun"
"TRUE",2000,39.8438310185185,6,8,1,21,3,"Sunday","Monday","Plays","CA","CAD","Mar","Wed"
"TRUE",500,45,3,17,8,8,19,"Saturday","Tuesday","Plays","GB","GBP","Dec","Wed"
"TRUE",2500,30,9,12,20,20,15,"Tuesday","Saturday","Plays","US","USD","May","Sun"
"TRUE",500,14.0656828703704,8,19,21,22,20,"Wednesday","Wednesday","Plays","US","USD","Oct","Wed"
"TRUE",3300,22.1528240740741,6,13,19,22,13,"Tuesday","Wednesday","Plays","US","USD","May","Mon"
"TRUE",1000,30,2,14,3,3,15,"Sunday","Tuesday","Plays","GB","GBP","Aug","Fri"
"TRUE",1500,14,4,10,8,8,7,"Sunday","Wednesday","Plays","IE","EUR","May","Sun"
"TRUE",400,35,5,21,12,12,16,"Sunday","Wednesday","Plays","GB","GBP","Mar","Sun"
"TRUE",8000,30,3,14,11,11,15,"Sunday","Monday","Plays","US","USD","Feb","Fri"
"TRUE",31000,44,9,19,23,23,10,"Thursday","Tuesday","Plays","US","USD","Mar","Tue"
"TRUE",800,30,5,20,3,3,13,"Sunday","Sunday","Plays","GB","GBP","Apr","Fri"
"TRUE",1800,2.46663194444444,6,16,8,20,6,"Friday","Wednesday","Plays","US","USD","Jul","Wed"
"TRUE",1000,10.6353240740741,2,12,2,18,15,"Sunday","Monday","Plays","GB","GBP","Jul","Thu"
"TRUE",1500,30,7,12,15,15,6,"Wednesday","Thursday","Plays","GB","GBP","Mar","Mon"
"TRUE",5000,35,10,17,11,11,8,"Tuesday","Tuesday","Plays","US","USD","Sep","Tue"
"TRUE",6000,30,1,14,15,15,16,"Saturday","Saturday","Plays","US","USD","Jun","Thu"
"TRUE",3500,22,7,17,11,11,9,"Monday","Sunday","Plays","US","USD","May","Sun"
"TRUE",3871,30,7,10,7,7,9,"Thursday","Thursday","Plays","US","USD","Jun","Tue"
"TRUE",5000,27.2841898148148,9,16,11,18,8,"Sunday","Thursday","Plays","GB","GBP","Jul","Mon"
"TRUE",250,28,2,15,3,3,6,"Tuesday","Monday","Plays","GB","GBP","Mar","Tue"
"TRUE",2500,21.592974537037,6,14,1,16,6,"Friday","Wednesday","Plays","GB","GBP","Sep","Fri"
"TRUE",8000,30,7,12,10,10,11,"Thursday","Monday","Plays","US","USD","Jun","Tue"
"TRUE",3350,22.9094791666667,3,19,14,12,12,"Sunday","Friday","Plays","GB","GBP","May","Fri"
"TRUE",6000,32.9528935185185,5,9,1,23,15,"Tuesday","Wednesday","Plays","US","USD","Feb","Fri"
"TRUE",700,20.6376851851852,5,14,16,8,8,"Wednesday","Thursday","Plays","GB","GBP","Mar","Wed"
"TRUE",4500,30,4,13,23,23,12,"Friday","Monday","Plays","US","USD","Jul","Wed"
"TRUE",500,58.96125,6,15,20,19,19,"Friday","Friday","Plays","US","USD","Feb","Tue"
"TRUE",1500,7,7,15,18,18,20,"Wednesday","Monday","Plays","US","USD","Feb","Wed"
"TRUE",2000,14.3234490740741,7,17,8,16,8,"Sunday","Thursday","Plays","GB","GBP","Apr","Sun"
"TRUE",1250,28.3500694444444,7,11,16,1,14,"Thursday","Sunday","Plays","US","USD","Jan","Wed"
"TRUE",1000,25.282662037037,7,11,16,22,12,"Monday","Thursday","Plays","US","USD","Jan","Thu"
"TRUE",1000,14,7,18,7,7,20,"Thursday","Tuesday","Plays","GB","GBP","Apr","Thu"
